Code Résidence ACM;DPE;GES
0189;E;E
0189;E;E
0189;E;E
0189;E;E
0189;E;E
0189;E;E
0189;E;E
0189;E;E
0189;E;E
0189;E;E
0189;E;E
0189;E;E
0189;E;E
0189;E;E
0189;E;E
0189;E;E
0190;;
0190;F;D
0190;;
0190;;
0190;;
0190;F;D
0190;F;D
0190;E;B
0190;G;C
0190;D;B
0190;F;D
0190;D;B
0190;D;B
0190;F;D
0190;F;D
0190;F;D
0190;F;D
0190;D;B
0190;F;D
0190;E;B
0190;F;D
0190;E;B
0190;D;B
0190;F;C
0190;D;B
0190;E;B
0190;F;D
0190;D;B
0190;D;B
0190;F;D
0191;D;D
0191;D;D
0191;D;D
0191;D;D
0191;D;D
0191;D;D
0191;D;D
0191;D;D
0191;D;D
0191;D;D
0191;D;D
0191;D;D
0191;D;D
0191;D;D
0191;D;D
0191;D;D
0191;D;D
0191;D;D
0191;D;D
0191;D;D
0191;D;D
0191;D;D
0191;D;D
0191;D;D
0191;D;D
0191;D;D
0191;D;D
0191;D;D
0191;D;D
0191;D;D
0191;D;D
0191;D;D
0191;D;D
0191;D;D
0191;D;D
0191;D;D
0191;D;D
0191;D;D
0191;D;D
0191;D;D
0191;D;D
0191;D;D
0194;E;E
0194;E;E
0194;E;C
0194;E;C
0194;E;E
0194;E;E
0194;E;E
0194;E;C
0194;E;E
0194;E;E
0194;E;E
"0197,113072,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,16.33,1";;
"0197,113032,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,16.4,1";;
"0197,113029,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,16.55,1";;
"0197,113039,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,16.55,1";;
"0197,113082,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,16.55,1";;
"0197,113051,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,16.56,1";;
"0197,113063,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,16.56,1";;
"0197,113094,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,16.56,1";;
"0197,113108,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,16.56,1";;
"0197,113088,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,16.82,1";;
"0197,113125,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,16.85,1";;
"0197,113033,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,16.87,1";;
"0197,113002,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,16.89,1";;
"0197,113054,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,16.99,1";;
"0197,113066,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,16.99,1";;
"0197,113042,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.01,1";;
"0197,113008,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.11,1";;
"0197,113018,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.11,1";;
"0197,113135,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.14,1";;
"0197,113147,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.14,1";;
"0197,113116,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.21,1";;
"0197,113102,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.22,1";;
"0197,113052,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.24,1";;
"0197,113064,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.24,1";;
"0197,113065,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.24,1";;
"0197,113040,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.25,1";;
"0197,113041,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.25,1";;
"0197,113053,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.27,1";;
"0197,113014,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.3,1";;
"0197,113024,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.3,1";;
"0197,113055,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.31,1";;
"0197,113043,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.32,1";;
"0197,113013,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.47,1";;
"0197,113023,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.47,1";;
"0197,113044,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.48,1";;
"0197,113056,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.48,1";;
"0197,113030,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.54,1";;
"0197,113136,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.56,1";;
"0197,113148,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.56,1";;
"0197,113031,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.57,1";;
"0197,113012,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.62,1";;
"0197,113022,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.62,1";;
"0197,113045,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.62,1";;
"0197,113057,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.62,1";;
"0197,113101,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.62,1";;
"0197,113115,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.62,1";;
"0197,113068,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.7,1";;
"0197,113100,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.7,1";;
"0197,113114,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.7,1";;
"0197,113137,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.7,1";;
"0197,113149,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.7,1";;
"0197,113077,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.89,1";;
"0197,113103,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.92,1";;
"0197,113089,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.93,1";;
"0197,113134,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.98,1";;
"0197,113005,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.99,1";;
"0197,113015,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.99,1";;
"0197,113146,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.99,1";;
"0197,113158,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,17.99,1";;
"0197,112999,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.06,1";;
"0197,113124,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.06,1";;
"0197,113109,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.19,1";;
"0197,113083,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.2,1";;
"0197,113095,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.2,1";;
"0197,113069,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.22,1";;
"0197,113070,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.22,1";;
"0197,113120,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.23,1";;
"0197,113130,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.23,1";;
"0197,113078,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.3,1";;
"0197,113079,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.3,1";;
"0197,113090,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.3,1";;
"0197,113092,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.3,1";;
"0197,113104,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.3,1";;
"0197,113106,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.3,1";;
"0197,113080,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.31,1";;
"0197,113085,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.31,1";;
"0197,113105,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.31,1";;
"0197,113091,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.32,1";;
"0197,113111,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.41,1";;
"0197,113127,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.41,1";;
"0197,113139,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.41,1";;
"0197,113151,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.41,1";;
"0197,113073,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.42,1";;
"0197,113074,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.42,1";;
"0197,113096,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.42,1";;
"0197,113097,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.42,1";;
"0197,113110,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.42,1";;
"0197,113153,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.42,1";;
"0197,113071,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.43,1";;
"0197,113081,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.43,1";;
"0197,113093,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.43,1";;
"0197,113107,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.43,1";;
"0197,113141,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.43,1";;
"0197,113067,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.44,1";;
"0197,113075,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.46,1";;
"0197,113027,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.49,1";;
"0197,113126,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.51,1";;
"0197,113087,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.52,1";;
"0197,113084,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.53,1";;
"0197,113034,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.54,1";;
"0197,113009,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.68,1";;
"0197,113019,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.68,1";;
"0197,113122,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.7,1";;
"0197,113132,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.7,1";;
"0197,113145,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.7,1";;
"0197,113156,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.7,1";;
"0197,113133,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.71,1";;
"0197,113142,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.71,1";;
"0197,113144,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.71,1";;
"0197,113154,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.71,1";;
"0197,113157,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.71,1";;
"0197,113123,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.73,1";;
"0197,113000,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.74,1";;
"0197,113006,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.74,1";;
"0197,113016,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.75,1";;
"0197,113001,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.78,1";;
"0197,113007,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.78,1";;
"0197,113017,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.78,1";;
"0197,113138,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.8,1";;
"0197,113150,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.8,1";;
"0197,113099,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.83,1";;
"0197,113113,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.83,1";;
"0197,113010,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.87,1";;
"0197,113020,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.87,1";;
"0197,113086,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.88,1";;
"0197,113112,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.88,1";;
"0197,113037,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.89,1";;
"0197,113048,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.89,1";;
"0197,113049,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.89,1";;
"0197,113060,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.89,1";;
"0197,113061,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.89,1";;
"0197,113098,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.89,1";;
"0197,113119,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.89,1";;
"0197,113129,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.89,1";;
"0197,113003,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.9,1";;
"0197,113036,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.9,1";;
"0197,113035,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.92,1";;
"0197,113047,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.92,1";;
"0197,113059,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.92,1";;
"0197,113118,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.93,1";;
"0197,113046,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.98,1";;
"0197,113058,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.98,1";;
"0197,113011,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.99,1";;
"0197,113021,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.99,1";;
"0197,113025,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.99,1";;
"0197,113076,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,18.99,1";;
"0197,113004,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,19,1";;
"0197,113117,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,19.03,1";;
"0197,113026,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,19.2,1";;
"0197,113140,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,19.36,1";;
"0197,113152,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,19.36,1";;
"0197,113128,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,19.39,1";;
"0197,113038,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,21.11,1";;
"0197,113050,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,21.11,1";;
"0197,113062,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,21.11,1";;
"0197,113028,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,21.24,1";;
"0197,113121,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,22.19,1";;
"0197,113131,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,22.19,1";;
"0197,113143,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,22.19,1";;
"0197,113155,Chambre,"""",Prêt Locatif Social,SOC,Logement Etudiant,,Oui,,,,,22.19,1";;
"0197,027653,Foyer Etudiant,"""",Prêt Locatif Social,SOC,Foyer,,Non,,,,,2928.14,1";;
0198;C;C
0198;C;C
0198;C;C
0198;C;C
0198;C;C
0198;C;C
0198;C;C
0198;C;C
0198;C;C
0198;C;C
0198;C;C
0198;C;C
0198;C;C
0198;C;C
0198;C;C
0198;C;C
0198;C;C
0198;C;C
0198;C;C
0198;C;C
0198;C;C
0198;C;C
0198;C;C
0198;C;C
0198;C;C
0198;C;C
0198;C;C
0198;C;C
0203;F;F
0203;F;F
0203;G;C
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0217;D;D
0218;E;E
0218;E;E
0218;C;A
0218;E;B
0218;E;E
0219;F;D
0219;F;D
0219;E;B
0219;F;D
0219;F;D
0219;F;D
0219;F;D
0219;F;D
0219;F;D
0227;E;E
0227;E;E
0227;E;E
0229;E;C
0229;E;C
0229;E;C
0229;E;C
0229;E;C
0229;E;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;E;E
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;D;D
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;D;D
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0231;C;C
0270;E;E
0270;E;E
0270;E;E
0270;E;E
0270;E;E
0270;E;E
0270;E;E
0270;E;E
0270;E;E
0270;E;E
0270;E;E
0270;E;E
0274;C;C
0274;C;C
0274;C;C
0274;C;C
0274;C;C
0274;C;C
0274;C;C
0274;C;C
0274;C;C
0276;C;C
0276;C;C
0276;C;C
0276;C;C
0276;C;C
0276;C;C
0276;C;C
0276;C;C
0276;C;C
0276;C;C
0276;C;C
0276;C;C
0276;C;C
0276;C;C
0276;C;C
0276;C;C
0276;C;C
0276;C;C
0276;C;C
0276;C;C
0276;C;C
0276;C;C
0276;C;C
0276;C;C
0276;C;C
0276;C;C
0276;C;C
0276;C;C
0276;C;C
0276;C;C
0279;C;C
0279;C;C
0279;C;C
0279;C;C
0279;C;C
0279;C;C
0279;C;C
0279;C;C
0279;C;C
0279;C;C
0279;C;C
0279;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0281;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0286;C;C
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0288;B;B
0294;C;C
0294;C;C
0294;C;C
0294;C;C
0294;C;C
0294;C;C
0294;C;C
0294;C;C
0294;C;C
0294;C;C
0294;C;C
0294;C;C
0294;C;C
0294;C;C
0294;C;C
0294;C;C
0294;C;C
0294;C;C
0294;C;C
0294;C;C
0294;C;C
0294;C;C
0294;C;C
0294;C;C
0294;C;C
0294;C;C
0294;C;C
0294;C;C
0294;C;C
0294;C;C
0294;C;C
0294;C;C
0294;C;C
0294;C;C
0294;C;C
0294;C;C
0294;C;C
0294;C;C
0301;C;C
0301;C;C
0301;C;C
0301;C;C
0301;C;C
0301;C;C
0301;C;C
0301;C;C
